ConflictId,Year,ISO-3166-1,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version,
1-78,1984,ETH,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,2,1,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,4.0-2015,
1-74,1984,IRQ,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1,1,3,1961-12-31,3,1973-07-31,3,0,,,645,,,,645,2,4.0-2015,
1-95,1984,PER,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,2,1,3,1963-05-15,1,1982-08-22,2,0,,,135,,,,135,5,4.0-2015,
1-92,1984,COL,Colombia,Government of Colombia,,"ELN, EPL, FARC, M-19","1605, 1607, 1604, 1606",,2,,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-94,1984,IDN,Indonesia,Government of Indonesia,,OPM,1108,,1,West Papua,1,1,3,1965-07-28,1,1984-12-31,5,1,1984-12-31,5,850,,,,850,3,4.0-2015,
1-91,1984,TCD,Chad,Government of Chad,Government of France,GUNT,1287,Government of Libya,2,,1,1,4,1966-07-31,4,1976-02-18,1,1,1984-12-31,5,483,220,,620,483,4,4.0-2015,
1-101,1984,ZAF,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,1,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,4.0-2015,
1-103,1984,KHM,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,1967-04-30,3,1978-12-30,2,0,,,811,816,,,811,3,4.0-2015,
1-119,1984,GBR,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,4.0-2015,
1-112,1984,PHL,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2015,
1-118,1984,UGA,Uganda,Government of Uganda,,NRA,1329,,2,,2,1,3,1971-01-25,1,1979-01-22,2,0,,,500,,,,500,4,4.0-2015,
1-113,1984,SDN,Sudan,Government of Sudan,,SPLM/A,1312,,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,4.0-2015,
1-120,1984,SLV,El Salvador,Government of El Salvador,,FMLN,1616,,2,,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,4.0-2015,
1-128,1984,,"Iran, Iraq",Government of Iran,,Government of Iraq,645,,3,Various,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,4.0-2015,
1-138,1984,,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1,1,2,1974-01-19,1,1983-12-31,5,1,1984-12-31,5,710,,816,,"710, 816",3,4.0-2015,
1-219,1984,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,1,1,3,1974-08-31,4,1983-07-31,3,0,,,530,,,,530,4,4.0-2015,
1-140,1984,NIC,Nicaragua,Government of Nicaragua,,Contras/FDN,1620,,2,,2,1,3,1974-12-27,2,1982-04-17,1,0,,,93,,,,93,5,4.0-2015,
1-126,1984,BGD,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1,0,3,1975-02-28,4,1975-02-28,4,0,,,771,,,,771,3,4.0-2015,
1-157,1984,LKA,Sri Lanka,Government of Sri Lanka,,"LTTE, TELO","1163, 1164",,1,Eelam,1,0,3,1975-07-27,1,1984-09-01,1,0,,,780,,,,780,3,4.0-2015,
1-135,1984,MAR,Morocco,Government of Morocco,,POLISARIO,1417,,1,Western Sahara,1,1,3,1975-09-01,1,1975-11-04,1,0,,,600,,,,600,4,4.0-2015,
1-131,1984,AGO,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2015,
1-134,1984,IDN,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,1,1,3,1975-12-07,1,1975-12-07,1,0,,,850,,,,850,3,4.0-2015,
1-137,1984,AFG,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Harakat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1140, 1141, 1136, 1139, 1137, 1134, 1138",,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2015,
1-136,1984,MOZ,Mozambique,Government of Mozambique,,Renamo,1347,,2,,2,1,3,1977-12-31,6,1977-12-31,6,0,,,541,,,,541,4,4.0-2015,
1-152,1984,IND,India,Government of India,,PLA,1157,,1,Manipur,1,0,3,1979-04-26,1,1982-07-31,3,0,,,750,,,,750,3,4.0-2015,
1-139,1984,IND,India,Government of India,,TNV,1148,,1,Tripura,1,0,3,1979-07-09,1,1979-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-156,1984,IND,India,Government of India,,Sikh insurgents,1162,,1,Punjab/Khalistan,1,0,3,1981-09-20,1,1983-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-141,1984,SOM,Somalia,Government of Somalia,,"SNM, SSDF","1350, 1349",,2,,1,0,3,1982-01-18,1,1982-12-31,5,1,1984-12-31,5,520,,,,520,4,4.0-2015,
1-159,1984,TUR,Turkey,Government of Turkey,,PKK,1166,,1,Kurdistan,1,0,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,4.0-2015,
1-6,1985,IRN,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,1,1,3,1946-05-31,3,1979-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-10,1985,PHL,Philippines,Government of Philippines,,CPP,1010,,2,,2,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2015,
1-24,1985,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-37,1985,ISR,Israel,Government of Israel,,"PLO, Rejectionist Front","1046, 1951",,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-23,1985,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-36,1985,GTM,Guatemala,Government of Guatemala,,URNG,1593,,2,,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,4.0-2015,
1-34,1985,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KIO,1043,,1,Kachin,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-63,1985,LBN,Lebanon,Government of Lebanon,,NUF,1082,,2,,1,1,3,1958-05-15,2,1982-09-01,2,0,,,660,,,,660,2,4.0-2015,
1-67,1985,MMR,Myanmar (Burma),Government of Myanmar (Burma),,MTA,1097,,1,Shan,1,1,3,1959-11-22,1,1976-08-31,4,0,,,775,,,,775,3,4.0-2015,
1-70,1985,ETH,Ethiopia,Government of Ethiopia,,"EPDM, EPRP, TPLF","1257, 1254, 1255",,2,,2,1,3,1960-12-17,2,1976-06-02,2,0,,,530,,,,530,4,4.0-2015,
1-78,1985,ETH,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,2,1,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,4.0-2015,
1-74,1985,IRQ,Iraq,Government of Iraq,,PUK,1103,,1,Kurdistan,1,1,3,1961-12-31,3,1973-07-31,3,0,,,645,,,,645,2,4.0-2015,
1-95,1985,PER,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,2,1,3,1963-05-15,1,1982-08-22,2,0,,,135,,,,135,5,4.0-2015,
1-92,1985,COL,Colombia,Government of Colombia,,"ELN, FARC, M-19","1605, 1604, 1606",,2,,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-101,1985,ZAF,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,1,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,4.0-2015,
1-103,1985,KHM,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,1967-04-30,3,1978-12-30,2,0,,,811,816,,,811,3,4.0-2015,
1-147,1985,ESP,Spain,Government of Spain,,ETA,1156,,1,Basque,1,0,3,1968-06-07,1,1985-12-23,1,0,,,230,,,,230,1,4.0-2015,
1-119,1985,GBR,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,4.0-2015,
1-112,1985,PHL,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2015,
1-118,1985,UGA,Uganda,Government of Uganda,,NRA,1329,,2,,2,1,3,1971-01-25,1,1979-01-22,2,0,,,500,,,,500,4,4.0-2015,
1-113,1985,SDN,Sudan,Government of Sudan,,SPLM/A,1312,,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,4.0-2015,
1-120,1985,SLV,El Salvador,Government of El Salvador,,FMLN,1616,,2,,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,4.0-2015,
1-128,1985,,"Iran, Iraq",Government of Iran,,Government of Iraq,645,,3,Various,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,4.0-2015,
1-219,1985,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,1,1,3,1974-08-31,4,1983-07-31,3,0,,,530,,,,530,4,4.0-2015,
1-140,1985,NIC,Nicaragua,Government of Nicaragua,,Contras/FDN,1620,,2,,2,1,3,1974-12-27,2,1982-04-17,1,0,,,93,,,,93,5,4.0-2015,
1-126,1985,BGD,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1,0,3,1975-02-28,4,1975-02-28,4,0,,,771,,,,771,3,4.0-2015,
1-157,1985,LKA,Sri Lanka,Government of Sri Lanka,,"EPRLF, LTTE, TELO","1165, 1163, 1164",,1,Eelam,1,0,3,1975-07-27,1,1984-09-01,1,0,,,780,,,,780,3,4.0-2015,
1-135,1985,MAR,Morocco,Government of Morocco,,POLISARIO,1417,,1,Western Sahara,1,1,3,1975-09-01,1,1975-11-04,1,0,,,600,,,,600,4,4.0-2015,
1-131,1985,AGO,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2015,
1-134,1985,IDN,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,1,1,3,1975-12-07,1,1975-12-07,1,0,,,850,,,,850,3,4.0-2015,
1-137,1985,AFG,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2015,
1-136,1985,MOZ,Mozambique,Government of Mozambique,Government of Zimbabwe (Rhodesia),Renamo,1347,,2,,2,1,4,1977-12-31,6,1977-12-31,6,0,,,541,552,,,541,4,4.0-2015,
1-150,1985,ZAF,South Africa,Government of South Africa,,ANC,1364,,2,,1,0,3,1978-02-01,1,1985-06-26,1,0,,,560,,,,560,4,4.0-2015,
1-152,1985,IND,India,Government of India,,PLA,1157,,1,Manipur,1,0,3,1979-04-26,1,1982-07-31,3,0,,,750,,,,750,3,4.0-2015,
1-139,1985,IND,India,Government of India,,TNV,1148,,1,Tripura,1,0,3,1979-07-09,1,1979-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-156,1985,IND,India,Government of India,,Sikh insurgents,1162,,1,Punjab/Khalistan,1,0,3,1981-09-20,1,1983-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-159,1985,TUR,Turkey,Government of Turkey,,PKK,1166,,1,Kurdistan,1,0,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,4.0-2015,
1-160,1985,,"Burkina Faso, Mali",Government of Burkina Faso,,Government of Mali,432,,1,Agacher Strip,1,0,2,1985-12-25,1,1985-12-26,2,1,1985-12-31,1,439,,432,,"432, 439",4,4.0-2015,
1-6,1986,IRN,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,1,1,3,1946-05-31,3,1979-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-10,1986,PHL,Philippines,Government of Philippines,,CPP,1010,,2,,2,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2015,
1-24,1986,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-37,1986,ISR,Israel,Government of Israel,,"PLO, Rejectionist Front","1046, 1951",,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-23,1986,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-36,1986,GTM,Guatemala,Government of Guatemala,,URNG,1593,,2,,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,4.0-2015,
1-34,1986,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KIO,1043,,1,Kachin,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-63,1986,LBN,Lebanon,Government of Lebanon,,"Lebanese Forces - Hobeika faction, NUF","1083, 1082",,2,,1,1,3,1958-05-15,2,1982-09-01,2,1,1986-12-31,5,660,,,,660,2,4.0-2015,
1-67,1986,MMR,Myanmar (Burma),Government of Myanmar (Burma),,MTA,1097,,1,Shan,1,1,3,1959-11-22,1,1976-08-31,4,0,,,775,,,,775,3,4.0-2015,
1-70,1986,ETH,Ethiopia,Government of Ethiopia,,"EPRP, TPLF","1254, 1255",,2,,1,1,3,1960-12-17,2,1976-06-02,2,0,,,530,,,,530,4,4.0-2015,
1-78,1986,ETH,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,1,1,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,4.0-2015,
1-74,1986,IRQ,Iraq,Government of Iraq,,"KDP, PUK","1102, 1103",,1,Kurdistan,1,1,3,1961-12-31,3,1973-07-31,3,0,,,645,,,,645,2,4.0-2015,
1-95,1986,PER,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,1,1,3,1963-05-15,1,1982-08-22,2,0,,,135,,,,135,5,4.0-2015,
1-92,1986,COL,Colombia,Government of Colombia,,"ELN, FARC, M-19","1605, 1604, 1606",,2,,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-91,1986,TCD,Chad,Government of Chad,Government of France,GUNT,1287,Government of Libya,2,,1,1,4,1966-07-31,4,1986-12-31,5,0,,,483,220,,620,483,4,4.0-2015,
1-101,1986,ZAF,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,4.0-2015,
1-103,1986,KHM,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,1967-04-30,3,1978-12-30,2,0,,,811,816,,,811,3,4.0-2015,
1-147,1986,ESP,Spain,Government of Spain,,ETA,1156,,1,Basque,1,0,3,1968-06-07,1,1985-12-23,1,0,,,230,,,,230,1,4.0-2015,
1-119,1986,GBR,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,4.0-2015,
1-112,1986,PHL,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2015,
1-118,1986,UGA,Uganda,Government of Uganda,,"HSM, NRA, UPDA","1331, 1329, 1332",,2,,2,1,3,1971-01-25,1,1979-01-22,2,0,,,500,,,,500,4,4.0-2015,
1-113,1986,SDN,Sudan,Government of Sudan,,SPLM/A,1312,,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,4.0-2015,
1-120,1986,SLV,El Salvador,Government of El Salvador,,FMLN,1616,,2,,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,4.0-2015,
1-128,1986,,"Iran, Iraq",Government of Iran,,Government of Iraq,645,,3,Various,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,4.0-2015,
1-143,1986,IRN,Iran,Government of Iran,,MEK,1151,,2,,1,1,3,1972-08-13,1,1986-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-138,1986,,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1,1,2,1974-01-19,1,1986-12-31,5,0,,,710,,816,,"710, 816",3,4.0-2015,
1-219,1986,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,1,1,3,1974-08-31,4,1983-07-31,3,0,,,530,,,,530,4,4.0-2015,
1-140,1986,NIC,Nicaragua,Government of Nicaragua,,Contras/FDN,1620,,2,,2,1,3,1974-12-27,2,1982-04-17,1,0,,,93,,,,93,5,4.0-2015,
1-126,1986,BGD,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1,0,3,1975-02-28,4,1975-02-28,4,0,,,771,,,,771,3,4.0-2015,
1-157,1986,LKA,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,1,1,3,1975-07-27,1,1984-09-01,1,0,,,780,,,,780,3,4.0-2015,
1-135,1986,MAR,Morocco,Government of Morocco,,POLISARIO,1417,,1,Western Sahara,1,1,3,1975-09-01,1,1975-11-04,1,0,,,600,,,,600,4,4.0-2015,
1-131,1986,AGO,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2015,
1-134,1986,IDN,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,1,1,3,1975-12-07,1,1975-12-07,1,0,,,850,,,,850,3,4.0-2015,
1-137,1986,AFG,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2015,
1-136,1986,MOZ,Mozambique,Government of Mozambique,"Government of Tanzania, Government of Zimbabwe (Rhodesia)",Renamo,1347,,2,,2,1,4,1977-12-31,6,1977-12-31,6,0,,,541,"510, 552",,,541,4,4.0-2015,
1-150,1986,ZAF,South Africa,Government of South Africa,,ANC,1364,,2,,1,0,3,1978-02-01,1,1985-06-26,1,0,,,560,,,,560,4,4.0-2015,
1-152,1986,IND,India,Government of India,,PLA,1157,,1,Manipur,1,0,3,1979-04-26,1,1982-07-31,3,0,,,750,,,,750,3,4.0-2015,
1-139,1986,IND,India,Government of India,,TNV,1148,,1,Tripura,1,0,3,1979-07-09,1,1979-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-156,1986,IND,India,Government of India,,Sikh insurgents,1162,,1,Punjab/Khalistan,1,0,3,1981-09-20,1,1983-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-141,1986,SOM,Somalia,Government of Somalia,,SNM,1350,,2,,1,0,3,1982-01-18,1,1986-03-03,2,0,,,520,,,,520,4,4.0-2015,
1-161,1986,,"Laos, Thailand",Government of Laos,,Government of Thailand,800,,1,Common Border,1,0,2,1982-06-16,1,1986-12-31,5,0,,,812,,800,,"800, 812",3,4.0-2015,
1-159,1986,TUR,Turkey,Government of Turkey,,PKK,1166,,1,Kurdistan,1,0,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,4.0-2015,
1-164,1986,YEM,South Yemen,Government of South Yemen,,Yemenite Socialist Party - Abdul Fattah Ismail faction,1167,,2,,2,1,3,1986-01-13,1,1986-01-13,1,1,1986-01-20,1,680,,,,680,2,4.0-2015,
1-163,1986,TGO,Togo,Government of Togo,,MTD,1367,,2,,1,0,3,1986-09-23,2,1986-09-23,2,1,1986-09-24,1,461,,,,461,4,4.0-2015,
1-6,1987,IRN,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,1,1,3,1946-05-31,3,1979-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-10,1987,PHL,Philippines,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,2,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2015,
1-24,1987,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-37,1987,ISR,Israel,Government of Israel,,"PLO, Rejectionist Front","1046, 1951",,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-20,1987,,"India, Pakistan",Government of India,,Government of Pakistan,770,,1,Kashmir,1,1,2,1948-12-31,5,1987-12-31,5,1,1987-12-31,5,750,,770,,"750, 770",3,4.0-2015,
1-23,1987,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-36,1987,GTM,Guatemala,Government of Guatemala,,URNG,1593,,2,,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,4.0-2015,
1-34,1987,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KIO,1043,,1,Kachin,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-56,1987,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNPP,1067,,1,Karenni,1,0,3,1957-12-31,6,1987-12-31,5,1,1987-12-31,5,775,,,,775,3,4.0-2015,
1-62,1987,IRQ,Iraq,Government of Iraq,,SCIRI,1073,,2,,1,1,3,1958-07-14,1,1987-12-31,5,1,1987-12-31,5,645,,,,645,2,4.0-2015,
1-67,1987,MMR,Myanmar (Burma),Government of Myanmar (Burma),,MTA,1097,,1,Shan,1,1,3,1959-11-22,1,1976-08-31,4,0,,,775,,,,775,3,4.0-2015,
1-70,1987,ETH,Ethiopia,Government of Ethiopia,,"EPRP, TPLF","1254, 1255",,2,,2,1,3,1960-12-17,2,1976-06-02,2,0,,,530,,,,530,4,4.0-2015,
1-78,1987,ETH,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,2,1,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,4.0-2015,
1-74,1987,IRQ,Iraq,Government of Iraq,,"KDP, PUK","1102, 1103",,1,Kurdistan,1,1,3,1961-12-31,3,1973-07-31,3,0,,,645,,,,645,2,4.0-2015,
1-95,1987,PER,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,1,1,3,1963-05-15,1,1982-08-22,2,0,,,135,,,,135,5,4.0-2015,
1-92,1987,COL,Colombia,Government of Colombia,,"ELN, EPL, FARC","1605, 1607, 1604",,2,,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-91,1987,TCD,Chad,Government of Chad,"Government of DR Congo (Zaire) , Government of France",CDR,1301,Government of Libya,2,,2,1,4,1966-07-31,4,1986-12-31,5,1,1987-11-22,1,483,"490, 220",,620,483,4,4.0-2015,
1-101,1987,ZAF,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,4.0-2015,
1-103,1987,KHM,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,1967-04-30,3,1978-12-30,2,0,,,811,816,,,811,3,4.0-2015,
1-147,1987,ESP,Spain,Government of Spain,,ETA,1156,,1,Basque,1,0,3,1968-06-07,1,1985-12-23,1,1,1987-12-31,5,230,,,,230,1,4.0-2015,
1-119,1987,GBR,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,4.0-2015,
1-112,1987,PHL,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2015,
1-118,1987,UGA,Uganda,Government of Uganda,,"HSM, UPA, UPDA","1331, 1334, 1332",,2,,2,1,3,1971-01-25,1,1979-01-22,2,0,,,500,,,,500,4,4.0-2015,
1-113,1987,SDN,Sudan,Government of Sudan,,SPLM/A,1312,,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,4.0-2015,
1-120,1987,SLV,El Salvador,Government of El Salvador,,FMLN,1616,,2,,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,4.0-2015,
1-128,1987,,"Iran, Iraq",Government of Iran,,Government of Iraq,645,,3,Various,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,4.0-2015,
1-143,1987,IRN,Iran,Government of Iran,,MEK,1151,,2,,1,1,3,1972-08-13,1,1986-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-138,1987,,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1,1,2,1974-01-19,1,1986-12-31,5,0,,,710,,816,,"710, 816",3,4.0-2015,
1-219,1987,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,1,1,3,1974-08-31,4,1983-07-31,3,0,,,530,,,,530,4,4.0-2015,
1-140,1987,NIC,Nicaragua,Government of Nicaragua,,Contras/FDN,1620,,2,,2,1,3,1974-12-27,2,1982-04-17,1,0,,,93,,,,93,5,4.0-2015,
1-126,1987,BGD,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1,0,3,1975-02-28,4,1975-02-28,4,0,,,771,,,,771,3,4.0-2015,
